1.180234737694263458e-02,1.510465750470757484e-03,3.630430623888969421e-02,7.833633571863174438e-02,3.650443977676331997e-05,3.553419901436427608e-06,3.437500000000000000e-01,0.000000000000000000e+00,2.563492581248283386e-02
6.992287039756774902e-01,5.408175587654113770e-01,3.681040108203887939e-01,6.559835672378540039e-01,6.020408272743225098e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.846938848495483398e-01,6.393609046936035156e-01
7.617425918579101562e-01,5.510203838348388672e-01,4.821003377437591553e-01,7.206388115882873535e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,7.020499706268310547e-01
7.845384478569030762e-01,5.510203838348388672e-01,5.726544857025146484e-01,7.442921400070190430e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,7.208677530288696289e-01
8.079257607460021973e-01,5.408163070678710938e-01,5.576936006546020508e-01,7.682045102119445801e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,7.345684170722961426e-01
8.190000653266906738e-01,5.354387760162353516e-01,5.830394029617309570e-01,7.813993096351623535e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,7.494133710861206055e-01
8.415232300758361816e-01,5.579951405525207520e-01,5.728376507759094238e-01,8.027819991111755371e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,7.878108024597167969e-01
8.410933613777160645e-01,6.120337843894958496e-01,6.228854060173034668e-01,8.153169751167297363e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.075584173202514648e-01
8.523836135864257812e-01,6.641471982002258301e-01,6.405910253524780273e-01,8.227724432945251465e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.225839138031005859e-01
8.603571057319641113e-01,6.616719365119934082e-01,6.046541929244995117e-01,8.340514898300170898e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.298798203468322754e-01
8.576381206512451172e-01,6.894596815109252930e-01,6.432101130485534668e-01,8.404955863952636719e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.385521173477172852e-01
8.668816089630126953e-01,6.856979131698608398e-01,6.545354127883911133e-01,8.447817564010620117e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.452299237251281738e-01
8.777662515640258789e-01,7.099271416664123535e-01,6.330097913742065430e-01,8.461664319038391113e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.451586961746215820e-01
8.654426336288452148e-01,7.224583029747009277e-01,6.544272899627685547e-01,8.511046767234802246e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.496211767196655273e-01
8.709231615066528320e-01,7.301416397094726562e-01,6.541690230369567871e-01,8.520507812500000000e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.518436551094055176e-01
8.707773089408874512e-01,7.203620076179504395e-01,6.379699110984802246e-01,8.511817455291748047e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.559057712554931641e-01
8.710032701492309570e-01,7.332366704940795898e-01,6.645514965057373047e-01,8.588652610778808594e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.601819872856140137e-01
8.762633800506591797e-01,7.255598306655883789e-01,6.635541319847106934e-01,8.629809021949768066e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.657696843147277832e-01
8.789371848106384277e-01,7.256144285202026367e-01,6.672876477241516113e-01,8.651325702667236328e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.629394173622131348e-01
8.885082602500915527e-01,7.093129158020019531e-01,6.452124714851379395e-01,8.668355345726013184e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.661038279533386230e-01
8.840020895004272461e-01,7.382280230522155762e-01,6.784103512763977051e-01,8.681467175483703613e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.694556951522827148e-01
8.847266435623168945e-01,7.450147867202758789e-01,6.765723824501037598e-01,8.703004717826843262e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.701159358024597168e-01
8.875183463096618652e-01,7.336438298225402832e-01,6.696866750717163086e-01,8.721338510513305664e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.721122145652770996e-01
8.881807327270507812e-01,7.336524128913879395e-01,6.849327087402343750e-01,8.759763836860656738e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.730857372283935547e-01
8.895456194877624512e-01,7.377146482467651367e-01,6.795768737792968750e-01,8.740640878677368164e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.737647533416748047e-01
9.017593860626220703e-01,7.362579107284545898e-01,6.682010293006896973e-01,8.773508071899414062e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.772763013839721680e-01
8.960482478141784668e-01,7.152642011642456055e-01,6.854603886604309082e-01,8.772783875465393066e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.764194250106811523e-01
8.858952522277832031e-01,7.368245124816894531e-01,6.953086256980895996e-01,8.813115358352661133e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.777691125869750977e-01
9.020273089408874512e-01,7.436034679412841797e-01,6.647766828536987305e-01,8.824783563613891602e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.807693123817443848e-01
8.932626843452453613e-01,7.382543087005615234e-01,6.887021064758300781e-01,8.824987411499023438e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.813927173614501953e-01
8.872782588005065918e-01,7.426968216896057129e-01,7.046329975128173828e-01,8.864792585372924805e-01,6.122449040412902832e-01,5.918367505073547363e-01,9.183673262596130371e-01,9.897959232330322266e-01,8.849240541458129883e-01
