1.390834748744964600e-01,1.662521995604038239e-02,1.180804792966227978e-05,8.060148358345031738e-02
6.601537466049194336e-01,2.055825665593147278e-02,9.348025545477867126e-03,4.921891987323760986e-01
8.719918131828308105e-01,5.463042482733726501e-02,7.807569112628698349e-03,7.703897356986999512e-01
9.259224534034729004e-01,8.651003241539001465e-02,8.842840790748596191e-03,8.585980534553527832e-01
9.438148140907287598e-01,1.010923162102699280e-01,1.320749148726463318e-02,8.893476128578186035e-01
9.535295963287353516e-01,1.214783266186714172e-01,3.049352765083312988e-02,9.062288999557495117e-01
9.550247192382812500e-01,1.368188560009002686e-01,5.413447692990303040e-02,9.096238017082214355e-01
9.681172370910644531e-01,1.252219378948211670e-01,8.083766698837280273e-02,9.337344765663146973e-01
9.656031131744384766e-01,1.572169214487075806e-01,7.795520871877670288e-02,9.296506047248840332e-01
9.640180468559265137e-01,1.597256362438201904e-01,8.652354031801223755e-02,9.267187714576721191e-01
9.644128680229187012e-01,1.590047627687454224e-01,1.228596270084381104e-01,9.278184175491333008e-01
9.699234962463378906e-01,1.617437452077865601e-01,1.344246119260787964e-01,9.375056624412536621e-01
9.741364121437072754e-01,1.767770797014236450e-01,1.606721132993698120e-01,9.461601972579956055e-01
9.747437238693237305e-01,1.657897979021072388e-01,1.815242767333984375e-01,9.470471739768981934e-01
9.768698811531066895e-01,1.732497364282608032e-01,1.878736466169357300e-01,9.511874318122863770e-01
9.783713817596435547e-01,1.985007524490356445e-01,1.932715624570846558e-01,9.544167518615722656e-01
9.782083630561828613e-01,1.945156306028366089e-01,2.076508402824401855e-01,9.541900753974914551e-01
9.789292216300964355e-01,2.047244906425476074e-01,2.123796939849853516e-01,9.556740522384643555e-01
9.783776998519897461e-01,2.027226239442825317e-01,2.266170382499694824e-01,9.544807076454162598e-01
9.799296855926513672e-01,2.052340656518936157e-01,2.117722779512405396e-01,9.577371478080749512e-01
9.819971323013305664e-01,2.011095881462097168e-01,2.240676432847976685e-01,9.616633653640747070e-01
9.825838804244995117e-01,2.127940505743026733e-01,2.199057340621948242e-01,9.632527828216552734e-01
9.830089211463928223e-01,2.022755295038223267e-01,2.278233915567398071e-01,9.642642140388488770e-01
9.832572937011718750e-01,2.131350040435791016e-01,2.279566228389739990e-01,9.646418690681457520e-01
9.824967384338378906e-01,2.185263931751251221e-01,2.237539440393447876e-01,9.628382325172424316e-01
9.836303591728210449e-01,2.164922505617141724e-01,2.393933534622192383e-01,9.654200673103332520e-01
9.833556413650512695e-01,1.934628635644912720e-01,2.407532483339309692e-01,9.650409817695617676e-01
9.835981130599975586e-01,2.183636277914047241e-01,2.414529323577880859e-01,9.653223156929016113e-01
9.838809370994567871e-01,2.029869258403778076e-01,2.407291978597640991e-01,9.656974673271179199e-01
9.835540652275085449e-01,2.174832820892333984e-01,2.311054170131683350e-01,9.650138616561889648e-01
7.746764924377202988e-03,1.556447893381118774e-02,0.000000000000000000e+00,1.163130532950162888e-02
6.717882752418518066e-01,3.431283310055732727e-02,6.394397933036088943e-03,5.073946118354797363e-01
7.868172526359558105e-01,4.844375699758529663e-02,1.870410703122615814e-02,6.481263637542724609e-01
2.258199080824851990e-02,1.567212305963039398e-02,2.107035601511597633e-03,1.907809078693389893e-02
2.978077530860900879e-01,3.417091071605682373e-02,8.248541504144668579e-03,1.793589591979980469e-01
2.718785777688026428e-03,3.766851034015417099e-03,8.923348039388656616e-03,5.838254466652870178e-03
1.673939377069473267e-01,1.638278178870677948e-02,1.245932187885046005e-02,9.699390083551406860e-02
9.740917682647705078e-01,5.929791223024949431e-05,1.253041438758373260e-03,9.494591355323791504e-01
5.923513174057006836e-01,4.638854786753654480e-02,8.187549188733100891e-03,4.220834672451019287e-01
7.156684994697570801e-01,6.300679594278335571e-02,1.029772683978080750e-02,5.587648153305053711e-01
8.281554579734802246e-01,8.895169198513031006e-02,2.091328054666519165e-02,7.051721811294555664e-01
8.812479972839355469e-01,1.049307808279991150e-01,2.956980653107166290e-02,7.855638265609741211e-01
9.345588088035583496e-01,1.239440292119979858e-01,5.105163156986236572e-02,8.723711967468261719e-01
9.476203322410583496e-01,1.437989324331283569e-01,5.600689724087715149e-02,8.959967494010925293e-01
