3.085604906082153320e-01,9.993081912398338318e-03,8.125000000000000000e-01,1.857650279998779297e-01
2.156976461410522461e-01,9.510316886007785797e-03,6.887755393981933594e-01,1.249199882149696350e-01
2.271250486373901367e-01,9.700422175228595734e-03,6.785714030265808105e-01,1.322413384914398193e-01
1.449007689952850342e-01,8.701138198375701904e-03,3.125000000000000000e-02,8.171534538269042969e-02
9.828028678894042969e-01,9.700409322977066040e-02,1.000000000000000000e+00,9.663323760032653809e-01
9.861579537391662598e-01,1.293922662734985352e-01,1.000000000000000000e+00,9.728505015373229980e-01
9.863544106483459473e-01,1.320062428712844849e-01,1.000000000000000000e+00,9.732519984245300293e-01
9.899048209190368652e-01,1.343071311712265015e-01,1.000000000000000000e+00,9.801157712936401367e-01
9.890011548995971680e-01,1.399935930967330933e-01,1.000000000000000000e+00,9.783821702003479004e-01
9.894390702247619629e-01,1.450121998786926270e-01,1.000000000000000000e+00,9.792368412017822266e-01
9.905566573143005371e-01,1.469898968935012817e-01,1.000000000000000000e+00,9.813989400863647461e-01
9.910998940467834473e-01,1.553035974502563477e-01,1.000000000000000000e+00,9.824551939964294434e-01
9.906585216522216797e-01,1.673473119735717773e-01,1.000000000000000000e+00,9.816174507141113281e-01
9.912719726562500000e-01,1.681542843580245972e-01,1.000000000000000000e+00,9.827986955642700195e-01
9.912489056587219238e-01,1.759557127952575684e-01,1.000000000000000000e+00,9.827622771263122559e-01
9.914673566818237305e-01,1.641318053007125854e-01,1.000000000000000000e+00,9.831854701042175293e-01
9.914457201957702637e-01,1.784707307815551758e-01,1.000000000000000000e+00,9.831442832946777344e-01
0.000000000000000000e+00,8.915347978472709656e-03,1.562500000000000000e-01,4.468348342925310135e-03
9.809147715568542480e-01,7.889237999916076660e-02,2.500000000000000000e-01,9.627194404602050781e-01
9.836214184761047363e-01,1.163979843258857727e-01,6.989796161651611328e-01,9.679720401763916016e-01
9.840760231018066406e-01,1.222591102123260498e-01,7.295918464660644531e-01,9.688386321067810059e-01
9.875455498695373535e-01,1.342133581638336182e-01,8.826530575752258301e-01,9.755468368530273438e-01
9.877471327781677246e-01,1.373406797647476196e-01,9.285714030265808105e-01,9.759420156478881836e-01
9.886570572853088379e-01,1.453405469655990601e-01,9.489796161651611328e-01,9.777008295059204102e-01
9.894317984580993652e-01,1.423720866441726685e-01,9.897959232330322266e-01,9.791970252990722656e-01
9.901576638221740723e-01,1.526898890733718872e-01,9.897959232330322266e-01,9.806078076362609863e-01
9.899938106536865234e-01,1.517371684312820435e-01,9.846938848495483398e-01,9.803181886672973633e-01
9.899929761886596680e-01,1.603447496891021729e-01,9.795918464660644531e-01,9.803240299224853516e-01
9.907785654067993164e-01,1.609728932380676270e-01,9.744898080825805664e-01,9.818412661552429199e-01
9.819678068161010742e-01,1.906083198264241219e-03,9.062500000000000000e-01,9.645649194717407227e-01
9.468488693237304688e-01,1.742522604763507843e-02,4.285714328289031982e-01,8.992219567298889160e-01
1.194073073565959930e-02,1.239272020757198334e-02,0.000000000000000000e+00,8.790046907961368561e-03
8.515551686286926270e-01,2.597575262188911438e-02,4.081632569432258606e-02,7.432248592376708984e-01
8.958477973937988281e-01,3.034477494657039642e-02,1.785714328289031982e-01,8.125594258308410645e-01
8.417366743087768555e-01,2.691067196428775787e-02,2.602040767669677734e-01,7.288315892219543457e-01
8.932340145111083984e-01,3.059487417340278625e-02,3.877550959587097168e-01,8.084000945091247559e-01
8.952141404151916504e-01,3.198411315679550171e-02,3.265306055545806885e-01,8.117024302482604980e-01
4.897207617759704590e-01,8.974552154541015625e-03,0.000000000000000000e+00,3.252126574516296387e-01
8.392454385757446289e-01,2.645970880985260010e-02,6.020408272743225098e-01,7.249690890312194824e-01
8.588905930519104004e-01,2.950389496982097626e-02,8.214285969734191895e-01,7.546939253807067871e-01
8.539836406707763672e-01,3.029479086399078369e-02,8.418367505073547363e-01,7.474589943885803223e-01
8.688326478004455566e-01,3.311857581138610840e-02,8.061224222183227539e-01,7.702652812004089355e-01
8.785434365272521973e-01,4.042582213878631592e-02,8.010203838348388672e-01,7.855158448219299316e-01
8.930483460426330566e-01,4.389062523841857910e-02,8.571428656578063965e-01,8.087121844291687012e-01
8.965557813644409180e-01,4.583654552698135376e-02,8.367347121238708496e-01,8.144755363464355469e-01
8.959078788757324219e-01,4.568809270858764648e-02,8.673469424247741699e-01,8.133990764617919922e-01
9.101119041442871094e-01,5.019171908497810364e-02,8.418367505073547363e-01,8.366625308990478516e-01
9.443779587745666504e-01,5.641296878457069397e-02,5.255101919174194336e-01,8.953942656517028809e-01
9.167500138282775879e-01,4.089918360114097595e-02,5.663265585899353027e-01,8.472281694412231445e-01
9.308928847312927246e-01,4.350000992417335510e-02,6.377550959587097168e-01,8.713330030441284180e-01
9.616931080818176270e-01,5.113703384995460510e-02,6.428571343421936035e-01,9.265171885490417480e-01
9.490957260131835938e-01,4.818060994148254395e-02,6.173469424247741699e-01,9.035153985023498535e-01
9.411490559577941895e-01,4.655020684003829956e-02,4.948979616165161133e-01,8.893114924430847168e-01
9.509410262107849121e-01,4.661560058593750000e-02,5.306122303009033203e-01,9.068236351013183594e-01
9.488471150398254395e-01,4.637273401021957397e-02,5.765306353569030762e-01,9.030192494392395020e-01
9.491510987281799316e-01,4.539822041988372803e-02,7.346938848495483398e-01,9.035984873771667480e-01
9.517620801925659180e-01,4.854085668921470642e-02,7.806122303009033203e-01,9.083141088485717773e-01
9.438495039939880371e-01,4.499006643891334534e-02,8.622449040412902832e-01,8.940631151199340820e-01
9.486041665077209473e-01,4.659035429358482361e-02,9.183673262596130371e-01,9.026182293891906738e-01
9.482394456863403320e-01,5.024318769574165344e-02,9.744898080825805664e-01,9.019851684570312500e-01
9.508107304573059082e-01,4.930154234170913696e-02,9.693877696990966797e-01,9.066343307495117188e-01
9.394011497497558594e-01,4.444675520062446594e-02,9.846938848495483398e-01,8.862257599830627441e-01
9.464703202247619629e-01,4.815557226538658142e-02,9.897959232330322266e-01,8.988454937934875488e-01
9.576534628868103027e-01,5.081022903323173523e-02,9.897959232330322266e-01,9.190900325775146484e-01
1.604740857146680355e-03,8.978756144642829895e-03,0.000000000000000000e+00,4.932350944727659225e-03
